SMILES,Atomization_Energy_eV,Bandgap_Bulk_eV,Bandgap_Chain_eV
*c1ccc(-c2ccc(*)c(C)c2)cc1C,,,3.8863
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1Br,,,3.8867
*NC(=O)OC(*)=S,-6.1,2.5812,3.8869
*CCOCCOCCOc1ccc(C=C(C)c2ccc(O*)cc2)cc1,,,3.8885
*Oc1ccc(SSc2ccc(*)cc2)cc1,,,3.8889
*Cc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,,,3.8894
*Nc1ccc(Nc2ccc(*)s2)cc1,-6.11,2.8374,3.8931
*c1ccc2c(c1)SC1(CCC3(CC1)Nc1ccc(*)cc1S3)N2,,,3.8947
*NC(=O)C=CC(=O)Nc1nc(*)nc(N)n1,,,3.896
*Oc1c(-c2ccccc2)cc(*)cc1-c1cccc(C)c1,,,3.8976
*NC(=O)NC(*)=O,-6.46,3.9867,3.9005
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,,,3.9034
*CC(*)Cn1cc2ccccc2n1,,,3.9074
*Oc1cccc2c(OC3(F)C(*)(F)C(F)(F)C3(F)F)cccc12,,,3.9081
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,,,3.9085
*c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C4(*)OC(=O)c5ccccc54)cc3)c2)cc1,,,3.9147
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C(F)(F)F,,,3.9148
*Oc1ccc(C(C)(c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)C(F)(F)F)cc1,,,3.9149
*Nc1c(Cl)cc(C(*)=O)cc1Cl,,,3.9189
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,-6.35,2.9014,3.9191
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,-6.4,3.1383,3.9194
*Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc(*)nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,,,3.9202
*C=C(*)CNS(=O)(=O)Cc1ccccc1,,,3.9211
*c1ccc(-c2ccc(*)c(CCCCCC)n2)nc1CCCCCC,,,3.9211
*CC(*)(C)C(=O)Oc1ccc([CH3](=O)[CH3])c(C)c1,,,3.9223
*C(=O)NNC(=O)c1cncc(C(=O)NNC(=O)c2ccc(*)nc2)c1,,,3.9225
*Nc1cc(C)c(*)cc1C,,,3.9275
*Nc1ccc(NC(=O)CCCC(*)=O)cc1,,,3.9291
*C=Cc1ccc(*)c2c1C(=O)OC2=O,,,3.9313
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,-6.21,1.9403,3.9319
*c1ccc2c(c1)c1cc(*)ccc1n2C(=O)OCC,,,3.932
*CCOC(=O)Nc1cccc2c(NC(=O)O*)cccc12,,,3.9352
*CCOCCOCCOCCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(O*)cc3)cc(-c3nc4ccccc4[CH3]3)c2)cc1,,,3.9357
*N=P(*)(OCCC(=O)C=C)OCCC(=O)C=C,,,3.9384
*c1ccc2[CH3]c(*)nc2c1,,,3.9385
*CCOCCOCCOCCOCCOc1ccc(C=C(C)c2ccc(O*)cc2)cc1,,,3.9391
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1Cl,,,3.9402
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,-6.29,3.0649,3.9429
*Oc1ccc(C(C)=Nc2ccccc2N=C(C)c2ccc(*)cc2)cc1,,,3.9432
*c1cccc(-c2nnc(*)n2-c2ccccc2)c1,,,3.947
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C(Br)Br,,,3.947
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(*)n5-c5ccc(C)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,,,3.9499
*CCOC(=O)c1ccc2ccc(C(=O)O*)cc2c1,,,3.9507
*c1ccc2c(c1)c1ccccc1n2*,,,3.9529
*C=C(*)C(C)=O,,,3.9542
*N=P(*)(Cl)Cl,,,3.9556
*C(C)=C(*)SCC,,,3.9571
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)cc3)c2)cc1,,,3.9576
*CCC(=O)c1ccc(*)s1,-5.9,3.1093,3.959
*Oc1cccc(NC(=O)c2ccc([CH3](c3ccccc3)(c3ccccc3)c3ccc(C(*)=O)cc3)cc2)c1,,,3.9647
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,-6.34,3.3861,3.9661
*CCNc1ccc(*)s1,-5.63,3.793,3.9675
*OS(=O)(=O)c1cc(S(=O)(=O)Oc2ccc(C3(c4ccc(*)cc4)CCCC3)cc2)ccc1C,,,3.9679
*c1ccc(*)c(C(=O)c2ccccc2)c1,,,3.9696
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)CCCCC4)cc3)cc2)cc1,,,3.9696
*CCOCCOc1ccc(N=CNc2ccc(O*)cc2)cc1,,,3.9725
*CCCCOC(=O)SSSC(=O)O*,,,3.9747
*c1ccc2oc(*)nc2c1,,,3.9774
*CCCCOC(=O)C=C(CC(=O)O*)c1ccc(OCC)cc1,,,3.9789
*OC(=O)c1ccc(C(*)=O)s1,-6.49,3.202,3.9821
*Oc1ccc(C(=O)Nc2ccc(SCCC(*)=O)cc2)cc1,,,3.9873
*CCCCCCOc1ccc(C(=O)N(C(=O)c2ccc(O*)cc2)c2ccccc2)cc1,,,3.9898
*Nc1ccc(-c2ccc(NC(=O)CCCCCCCCC(*)=O)c(O)c2)cc1O,,,3.9935
*Oc1ccc(C(C)=NN=C(C)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,3.996
*Cc1ccc(-c2ccc(N*)cc2)cc1,-6.15,3.4971,4.0005
*CC(=O)c1ccc(C(*)=O)s1,-6.21,2.9786,4.0034
*Nc1ccc(*)cc1,-6.21,2.3603,4.0074
*C(C#N)=C(c1ccccc1)c1ccc(*)cc1,,2.5883,4.0078
*Oc1ccc(C(=O)OCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,4.0079
*CC(C)(CO*)COCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,4.0117
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,-6.31,1.9266,4.012
*C(=O)C(O)c1ccc(*)s1,,,4.0132
*c1cc(OCC(=O)C23CC4CC(CC(C4)C2)C3)c(*)cc1OC,,,4.0135
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,-6.06,4.1742,4.017
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1CC#N,,,4.0183
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3Cl)cccc12,,,4.0203
*Oc1ccc(SSCCSSc2ccc(*)cc2)cc1,,,4.0205
*c1ccc2c(*)c(C)[CH3]c2c1,,,4.0225
*CC#CC#CCOc1ccc(-c2ccc(O*)cc2)cc1,,,4.0246
*Nc1cc(*)ccc1CCCCCCCCCCCC,,,4.025
*CCCCCCn1ccc(-c2ccc(-c3ccn(*)n3)cc2)n1,,,4.0274
*Oc1ccc(*)cc1,,,4.035
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,-6.2,3.4106,4.0354
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(Oc5ccc(C(*)=O)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,,,4.0357
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C5(c6ccc(C(*)=O)cc6)OC(=O)c6ccccc65)cc4)cc3)OC(=O)c3ccccc32)cc1,,,4.0362
*Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCOC(*)=O)cc2)cc1,,,4.0366
*Cc1ccc(OC(*)=S)cc1,-6,3.7121,4.0372
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)c5ccccc5-c5ccccc54)cc3)cc2)cc1,,,4.0393
*CC(*)n1c2ccccc2c2ccccc21,,,4.0449
*C(=O)c1ccc(C(=O)N(C)N(*)C)cc1,,,4.0457
*CCCCCCNC(=O)c1ccc(C(=O)N*)c(Oc2ccc(Cl)cc2)c1,,,4.0457
*CC(*)n1nnc2ccccc21,,,4.0479
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1CC(=O)O,,,4.0481
*Oc1ccc(-c2ccc(Oc3cccc(*)n3)cc2)cc1,,,4.055
*Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCCOC(*)=O)cc2)cc1,,,4.0595
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,,,4.0608
*Cc1ccc(-c2ccc(O*)cc2)s1,-6.09,2.9246,4.0623
*CNc1ccc(N*)cc1,-5.93,3.4981,4.0626
*OC(=O)c1ccc(C(=O)NCNC(=O)c2ccc(C(*)=O)cc2)cc1,,,4.0657
*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O*)cc4)cc3)cc2)cc1,,,4.067
*c1nc2c(n1C)C(=O)N(*)C2=O,,,4.0674
*CC(=O)C(*)c1ccc(F)cc1,,,4.0711
*N1C(=O)c2ccc(-n3c(O)c4c(c3O)CC(C3CCc5c(c(O)n(*)c5O)C3)CC4)cc2C1=O,,,4.0715
*CCCCCCCc1nc2ccc(-c3ccc4nc(*)oc4c3)cc2o1,,,4.0726
*CC#CC#CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,,,4.0768
*OP(=O)(Oc1cccc2c(*)cccc12)OC1CCCCC1,,,4.0777
*N=C1C=CC(*)C=C1Cl,,,4.0784
*Oc1cc(OC)c(*)cc1OC,,,4.0822
*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(-n4c(O)c5c(c4O)C4CCC5C4)c3)cc2)cc1,,,4.0843
*c1ccc(*)c(C(=O)c2c(F)c(F)c(F)c(F)c2F)c1,,,4.0903
*c1ccc([CH3](c2ccccc2)(c2ccccc2)c2ccc(-c3nnc(*)o3)cc2)cc1,,,4.0946
*Nc1ccc(-c2ccc(O*)cc2)cc1,-6.21,3.4585,4.0962
*Oc1ccc(N=CCCCC=Nc2ccc(OC(=O)Nc3cc(NC(*)=O)ccc3C)cc2)cc1,,,4.0981
*Oc1ccc(OC(=O)c2cccc(C(*)=O)c2)cc1,,,4.1004
*Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC(*)=S)cc2)cc1,,,4.1012
*c1cccc(-c2nnc(*)o2)c1,,,4.1016
*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5cc(*)[CH3]n5)cc4)cc3)cc2)cc1,,,4.1018
*Oc1cccc2c(OC(=O)Oc3cccc(OC(*)=O)c3)cccc12,,,4.104
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3C)cccc12,,,4.1043
*Nc1cc(*)ccc1CCCCCC,,,4.1073
*C=Cc1ccc(*)c(C(=O)OC)c1C(=O)OC,,,4.11
*NNC(=O)c1ccc(C(*)=O)cc1OCCCCCCCCCC,,,4.1107
*CCCCCCOC(=O)SNc1ccc(Cc2ccc(NSC(=O)O*)cc2)cc1,,,4.1148
*Nc1cc(*)ccc1C,,,4.116
*Nc1ccc(C2(c3ccc(NC(=O)Cc4ccc(Oc5ccc(C(*)=O)cc5)cc4)cc3)OC(=O)c3ccccc32)cc1,,,4.1183
*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,,,4.1202
*C(=O)C=CC(=O)N1CC(C)N(*)CC1C,,,4.123
*CCN(CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1)c1ccccc1,,,4.1239
*Oc1ccc(Oc2ccc(C=NCCCCN=Cc3ccc(*)cc3)cc2)cc1,,,4.1246
*c1nc(-c2ccccc2)nc(N(*)CC)n1,,,4.1252
*Cc1ccc(Nc2ccc(*)s2)s1,-5.9,3.6624,4.1254
*CC(O)COc1ccc(S(=O)(=O)c2ccc(O*)c(C)c2)cc1C,,,4.1274
*NNC(=O)c1ccc(C(*)=O)cc1OCCCCCCCC,,,4.1277
*Oc1cccc(OC(=O)c2cccc(C(*)=O)c2)c1,,,4.1279
*CC(*)C(=O)NCCc1ccccn1,,,4.133
*CC(*)N1CCCC1=S,,,4.1333
*Oc1ccc(CCNC(=O)c2cccc(C(*)=O)c2)cc1,,,4.1401
*C=CC1C=CC(*)C(C(=O)OC(C)(C)C)=C1C(=O)OC(C)(C)C,,,4.1406
*O[CH3](C)(Oc1ccc(*)cc1)c1ccccc1,,,4.1409
*Oc1ccc(Oc2ccc(Oc3cccc(*)n3)cc2)cc1,,,4.1433
*CCC(=S)O*,-5.34,3.8308,4.1442
*CC(*)C(=O)N(O)c1ccc(Cl)cc1,,,4.1462
*CCCCCCCCCc1nc2ccc(-c3ccc4nc(*)oc4c3)cc2o1,,,4.1522
*CC(=O)CC(*)=O,-5.95,4.6959,4.1544
*Nc1cccc(C(*)=O)c1,-6.41,3.2399,4.1556
*CCOCCOC(=O)c1ccc(N=CNc2ccc(C(=O)O*)cc2)cc1,,,4.1569
*CCCCCCn1cc2c(n1)C(=O)c1cn(*)nc1C2=O,,,4.1587
*c1cc(C=O)cc(*)c1O,,,4.1592
*Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,,,4.1613
*C(=O)C1CC(OC(C)=O)CN1*,,,4.1614
*CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,,,4.1632
*CC(=O)c1ccc(O*)cc1,-6.19,3.8893,4.1635
*c1sc(*)c(OC)c1OC,,,4.1637
*CCCP(CCCCCCCC)CCCNC(=O)C(=O)N*,,,4.1641
*Oc1ccc(C(=O)CNNCC(=O)c2ccc(*)cc2)cc1,,,4.1658
*c1ccc(Cc2ccc(N3C(=O)N(*)C3=O)cc2)cc1,,,4.1662
*CCNc1ccc(*)cc1,-5.85,3.689,4.1674
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O*)cc2)cc1,,,4.1722
*Oc1ccc(C(F)(F)C(*)(F)F)s1,-5.67,4.0762,4.1725
*c1cccc(*)c1,,,4.1803
*CC(*)C(=O)N(O)c1cccc(C)c1,,,4.1845
*C(=O)Nc1nc(C#N)c(*)n1C,,,4.1864
*CCOC(=O)c1ccc(NC(=O)CCCCCCCC(=O)Nc2ccc(C(=O)O*)cc2)cc1,,,4.188
*c1cn(*)c2ccccc12,,,4.1935
*OC(=O)C=CC(=O)OC1COC2C(*)COC12,,,4.1943
*CCCCCCCCCCCCc1nc2ccc(-c3ccc4nc(*)oc4c3)cc2o1,,,4.1955
*Cc1cccc(CN(*)c2ccccc2)c1O,,,4.1958
*c1ccc(C2C(c3ccccn3)C(*)C2c2ccccn2)cc1,,,4.1962
*COc1ccc(C(=C(Cl)Cl)c2ccc(O*)cc2)cc1,,,4.1966
*CCCc1nc2cc3sc(*)nc3cc2s1,,,4.1967
*OCCOCCOc1cc(*)nc2ccc(C)cc12,,,4.1994
*CCc1ccc(-c2ccc(*)cc2)cc1,-6.09,3.7492,4.2048
*OC(=S)OC(*)=O,-6.2,3.9378,4.2076
*CCCCCCCc1nc2cc(-c3ccc4[CH3]c(*)nc4c3)ccc2[CH3]1,,,4.2077
*Oc1ccc(C(C)(C)c2ccc(OC(=O)OCCN(CCOC(*)=O)c3ccc(OC)cc3)cc2)cc1,,,4.212
*C=Cc1cc(OCC)c(*)cc1OCC,,,4.2145
*C(=O)SSCCCCSSC(=O)N1CCN(*)CC1,,,4.2166
*CNC(=S)N*,-5.48,3.9125,4.2179
*Nc1nc(*)nc(-c2ccccc2)n1,,,4.2193
*Nc1ccc(Oc2ccc(*)s2)cc1,-6.14,3.4138,4.2211
*Oc1ccc(NC(=O)NC2CC(C)(C)CC(C)(CNC(=O)Nc3ccc(*)cc3)C2)cc1,,,4.2227
*Oc1ccc(OC(*)=O)s1,-6.25,3.6706,4.2235
*CCCCCCCCc1nc2ccc(-c3ccc4nc(*)oc4c3)cc2o1,,,4.2242
*CC(*)OC(=O)c1cccc(Br)c1,,,4.2289
*Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCCCOC(*)=O)cc2)cc1,,,4.2293
*Oc1cccc(OC(=O)c2ccc(Oc3ccc(C(*)=O)cc3)cc2)c1,,,4.2359
*Nc1ccc(*)cc1N,,,4.2366
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,,,4.2371
*OP(=O)(Oc1ccc(-c2ccc(*)cc2)cc1)c1ccccc1,,,4.2408
*CCCCOC(=O)SSC(=O)O*,,,4.2442
*C(Cl)=C(Cl)C(Cl)(Cl)C(*)(Cl)Cl,,,4.2472
*Oc1ccc(-c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)cc1,,,4.2484
*OP(=O)(Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1)c1ccccc1,,,4.2511
*Oc1ccc(OC(=O)c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,,,4.2519
*Oc1c(OC)cc(*)cc1OC,,,4.2534
*Oc1ccc(NC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)cc1C,,,4.2557
*Oc1ccc(Oc2ccc(C=NCCCCCCN=Cc3ccc(*)cc3)cc2)cc1,,,4.2565
*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,,,4.2573
*c1ccc(Cc2ccc(N(*)Cc3ccccc3)cc2)cc1,,,4.2622
*Oc1ccc(Oc2cccc(*)n2)c(-c2ccccc2)c1,,,4.2637
*Oc1ccc(Oc2ccc(C=NCCN=Cc3ccc(*)cc3)cc2)cc1,,,4.266
*CC(=O)NC(*)=O,-6.2,4.8368,4.269
*CC(*)C(=O)c1ccc(CC)cc1,,3.9853,4.27
*CCCCCc1nc2cc3sc(*)nc3cc2s1,,,4.2723
*Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc(*)cc3)cc2)c1,,,4.2737
*c1ccc(*)c(C(=O)c2ccc(F)cc2)c1,,,4.2742
*c1ccc2cc(*)n(C(C(=O)OCC)n3ccc4ccccc43)c2c1,,,4.2748
*CC(=O)OC(=O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,,,4.2779
*Oc1ccc(C(=O)OC(=O)c2ccc(*)cc2)cc1,,,4.2788
*c1ccc(S(*)(=O)=O)cc1,,,4.2821
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,-6.51,2.9556,4.2825
*CNc1ccc(N*)s1,-5.7,3.5157,4.2825
*CCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,,,4.2843
*Oc1ccc(C(C)(C)c2ccc(Oc3cncc(*)n3)cc2)cc1,,,4.2862
*CC(*)C(=O)N(O)c1ccc(C)cc1,,,4.2873
*CCCCCCCCCCCCc1nc2cc3sc(*)nc3cc2s1,,,4.2887
*Oc1cc(C)cc(OC(=O)c2cccc(C(*)=O)c2)c1,,,4.2911
*CC(c1ccccc1)c1c(*)c(O)n(-c2ccc(C(=O)Oc3ccc(C=O)cc3)cc2)c1O,,,4.2954
*c1nc(-c2ccccc2)nc(N(*)C)n1,,,4.2966
*C=CC=CCC*,,,4.3008
*CNOC(*)=S,-5.28,3.5947,4.3013
*CCCCCCCNC(=S)N*,,,4.3034
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,,,4.3076
*CC(O)COc1ccc(S(=O)(=O)c2ccc(OCC(O)COc3cccc(O*)c3)cc2)cc1,,,4.3099
*OC(C)C#CC#CC(C)OC(=O)c1ccc(C(*)=O)cc1,,,4.3105
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,-6.29,3.8451,4.3155
*CCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,,,4.317
*Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,,,4.3172
*CCCCCCCCc1nc2cc3sc(*)nc3cc2s1,,,4.3173
*CC(=O)OC(=O)COc1cccc(O*)c1,,,4.3174
*Oc1ccc(Oc2cccc(*)n2)cc1,,,4.3182
*c1nc(Cl)nc(N(*)c2ccccc2)n1,,,4.3194
*=CC1CC(C=*)C2CN(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC12,,,4.3204
*Cc1ccc(CSSSS*)cc1,,,4.3206
*CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,,,4.3261
*CCOC(=O)CSC(=O)Nc1ccc(Cc2ccc(NC(=O)SCC(=O)O*)cc2)cc1,,,4.3268
*CCCCCCCCc1nnc(-c2cccc(-c3nnc(*)o3)c2)o1,,,4.3273
*OC(=O)c1ccc(Cc2ccc(C(*)=O)cc2)cc1,,,4.3273
*NNC(=O)c1cccc(C(=O)NNC(=O)C(*)=O)c1,,,4.3275
*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,,,4.3295
*Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c(OC(=O)CCCC(*)=O)cc1OC(=O)c1ccc(OCCCC)cc1,,,4.3317
*CCOC(=O)c1ccc(C(=O)O*)c2c1CC2,,,4.3335
*Nc1ccc(C(=O)O*)cc1,-6.22,3.977,4.3353
*C(*)(C#N)C#N,,,4.3364
*C(=O)NNC(=O)C(=O)NNC(=O)c1cncc(*)n1,,,4.3374
*C(=O)OCCOC(=O)c1ccc(*)o1,,,4.3379
*CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O*)c(C)c2)cc1C,,,4.3385
*CNc1ccc(O*)cc1,-5.98,3.7495,4.3424
*CCCCCOC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)O*)cc2)cc1,,,4.3426
*Oc1c(Cl)cc(*)cc1Cl,,,4.3426
*c1cccc(-c2nnc(-c3nnc(*)o3)o2)c1,,,4.3431
*CCCCCCOC(=O)OCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(O*)cc2)cc1,,,4.3438
*C(C#N)=C(*)c1ccccc1,,,4.3452
*CCC(=O)N(CCN(C(=O)CCN1CCN(*)CC1)C(C)C)C(C)C,,,4.3463
*Oc1ccc(SSCCCCSSc2ccc(*)cc2)cc1,,,4.3465
*CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O*)cc32)cc1,,,4.3486
*NC(=O)c1ccc(O*)s1,-6.08,3.0418,4.3505
*OC(=O)c1ccc(C(=O)OC2COC3C(*)COC23)o1,,,4.3511
*CNC(=O)c1ccc(*)s1,-6.02,3.849,4.353
*C(=NCCCCCC)N(*)CCCCCC,,,4.3588
*C=C(*)CO,,,4.3592
*Nc1c(Br)cc(*)cc1Br,,,4.3604
*NC(Cc1c[CH3]c2ccccc12)C(*)=O,,,4.3631
*NNC(=O)c1ccc(C(=O)NNC(=O)CCCCC(*)=O)cc1,,,4.3653
*Oc1cc(Cl)cc(Cl)c1*,,,4.3654
*Nc1ccc(*)cc1Cl,,,4.3667
*Oc1cccc(NC(=O)c2ccc(*)cc2)c1,,,4.3679
*Oc1ccc(SSCCCCCCCCCCSSc2ccc(*)cc2)cc1,,4.2235,4.369
*c1ccc(Oc2ccc(N3C(=O)N(*)C3=O)cc2)cc1,,,4.3691
*COc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,,,4.3746
*Cc1ccc(-c2ccc(O*)cc2)cc1,-6.2,3.7323,4.3757
*Oc1cc(C)c(*)cc1C,,,4.3766
*CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,,,4.3827
*Oc1cccc(*)c1C#N,,,4.3829
*OC(=O)CSCCSCC(*)=O,,,4.3837
*C(=O)Nc1nc(*)c(C#N)n1C,,,4.3854
*Cc1ccc(Nc2ccc(*)cc2)cc1,-6.15,3.7655,4.3854
*NC(=O)Nc1ccc(*)cc1,-6.31,3.4515,4.3867
*Nc1ccc(Oc2ccc(*)s2)s1,-5.99,3.9124,4.3883
*Oc1c(Br)cc(*)cc1Br,,,4.3885
*Oc1cc(Br)cc(Br)c1*,,,4.3897
*OC(=O)c1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,,,4.3936
*C(=O)c1ccc(N(*)C)cc1,,,4.3942
*CC#CC#CCOc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,,,4.3962
*Oc1ccc(C(C)(C)c2ccc(Oc3nc(*)nc(Cl)n3)cc2)cc1,,,4.3967
*Nc1c(Cl)cc(*)cc1Cl,,,4.3983
*CCCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,,,4.4013
*Oc1ccc(C(C)=NCCN=C(C)c2ccc(*)cc2)cc1,,,4.4026
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,,,4.4035
*Nc1ccc(*)c(Cl)c1Cl,,,4.4048
*CC(*)c1ccc2c(c1)OCO2,,,4.4057
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,-6.1,3.2719,4.4103
*c1nc(Oc2ccccc2)nc(N(*)c2ccccc2)n1,,,4.4124
*CC(C)(CO*)COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,,4.4137
*Nc1ccc(*)cc1I,,,4.4168
*c1cc(*)cc(C23CC4CC(CC(C4)C2)C3)c1,,,4.4178
*CCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,,,4.4185
*OC(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)OC3COC4C(*)COC34)cc2)cc1,,,4.4189
*CCOCCOCCOC(=O)C(=O)O*,,,4.4209
*CC(=O)Cc1ccc(*)s1,-5.87,3.7852,4.4255
*c1nc(C)nc(N(*)C)n1,,,4.4288
*CC(=O)Cc1ccc(*)cc1,-6.05,3.781,4.4305
*NNC(=O)C(=O)NNC(=O)CCCCCCCC(*)=O,,3.7266,4.4307
*CCN(CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1)c1ccccc1,,,4.4335
*C(=O)c1cccc(C(=O)N(C)c2cccc(N(*)C)c2)c1,,,4.4341
*CC(*)OC(=O)c1ccc(OC)cc1,,,4.435
*Cc1ccc(Nc2ccc(*)s2)cc1,-6.04,3.5013,4.4366
*CC(COc1ccc(-c2ccc(C#N)cc2)cc1)O*,,,4.4378
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,-6.03,3.5762,4.443
*CC(*)C(=O)Oc1ccc(OC)cc1,,,4.4447
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,,,4.4464
*C(=O)N(*)C(C)C(C)=O,,,4.4468
*COCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,,,4.4493
*C(=O)NC(=O)c1ccc(*)cc1,-6.48,3.4047,4.4505
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C(*)=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,,4.4545
*Nc1ccc(CC(C)(C)NC(=O)CCCCCCCCC(*)=O)cc1,,,4.455
*Nc1ccc(NC(=O)CCC(*)=O)cc1,,,4.4554
*CC(*)c1cc(Br)ccc1OCC,,,4.458
